Id,Source,Status (leads),Acquisition Campaign,City,Use Case,Status (offers),Price,Pain,Has_discount_code,Is_in_leads,created_days_leads,created_days_offers,days_difference
09kphjag,5,10,65,8,1,1,240.0,0,1,1,707.0,707,0.0
0awv8dsk,5,10,71,14,1,2,768.0,2,1,1,496.0,496,0.0
0bcbcrzl,1,10,71,13,1,2,768.0,1,1,1,525.0,525,0.0
0bjfl3lr,1,10,65,6,3,1,300.0,1,1,1,602.0,488,-114.0
0boooh5l,1,10,71,20,1,2,768.0,1,1,1,999.0,1030,31.0
0btrb0a8,5,10,71,5,2,1,240.0,1,1,1,532.0,537,5.0
0bxzarzt,5,10,64,2,1,1,200.0,0,0,1,619.0,621,2.0
0c0i09yn,5,10,65,2,1,3,360.0,0,0,1,713.0,715,2.0
0c15eea3,5,10,18,19,2,1,768.0,0,1,1,641.0,702,61.0
0cfxb9r5,5,10,15,20,1,2,1344.0,2,1,1,721.0,721,0.0
0d47k9k2,1,10,71,4,1,1,768.0,1,0,1,664.0,694,30.0
0db7699v,5,10,61,5,1,2,768.0,1,1,1,592.0,488,-104.0
0diwecqv,5,10,71,20,3,2,240.0,1,1,1,571.0,663,92.0
0e0229yb,5,10,71,20,1,2,360.0,1,1,1,523.0,523,0.0
0eaw1t1n,1,10,71,16,2,2,768.0,1,1,1,462.0,463,1.0
0ee1p6fj,1,10,71,20,3,1,200.0,1,0,1,373.0,377,4.0
0f7exkpn,6,12,71,20,3,2,1680.0,0,1,0,-1000.0,476,1476.0
0ff6bxn1,6,12,71,20,3,2,240.0,0,1,0,-1000.0,383,1383.0
0frrgcjp,1,10,18,20,1,2,360.0,0,1,1,621.0,623,2.0
0fssj4er,1,10,71,2,1,1,200.0,1,0,1,260.0,292,32.0
0g0p0bqt,1,10,71,2,1,2,300.0,1,1,1,846.0,999,153.0
0gqgv48s,1,10,71,14,2,2,150.0,1,1,1,453.0,575,122.0
0gv96doq,5,10,5,20,3,2,360.0,1,1,1,657.0,659,2.0
0gwe7lyb,6,12,71,20,1,2,240.0,1,1,0,-1000.0,4,1004.0
0gxm7co5,5,10,59,16,1,2,240.0,1,1,1,616.0,617,1.0
0h2084e4,1,10,71,2,1,2,240.0,1,1,1,372.0,372,0.0
0if64zmi,1,10,71,10,2,4,360.0,4,0,1,442.0,446,4.0
0ij22rz8,6,12,71,20,1,2,240.0,4,1,0,-1000.0,204,1204.0
0il42fhx,1,10,71,11,3,2,360.0,1,1,1,382.0,383,1.0
0iskahlm,5,10,71,20,3,1,0.0,1,0,1,464.0,668,204.0
0iustj8w,1,10,71,20,1,1,360.0,1,1,1,407.0,408,1.0
0jhlry9r,6,12,71,20,1,2,960.0,1,1,0,-1000.0,173,1173.0
0jqeeaft,1,10,71,11,1,2,768.0,1,1,1,59.0,59,0.0
0jtq77b0,5,3,71,20,1,2,360.0,0,1,1,538.0,366,-172.0
0k1w51h3,1,10,71,20,1,1,200.0,0,0,1,313.0,313,0.0
0k2quuko,1,10,71,2,2,2,240.0,1,1,1,306.0,251,-55.0
0k538va6,6,12,71,20,1,2,1344.0,1,1,0,-1000.0,226,1226.0
0kq5jhsx,1,10,71,2,1,2,300.0,1,1,1,412.0,412,0.0
0krveqrp,6,12,71,20,3,2,768.0,1,1,0,-1000.0,392,1392.0
0l68krjr,1,10,71,13,1,2,240.0,2,1,1,374.0,378,4.0
0l6au65m,6,12,71,20,1,2,240.0,1,1,0,-1000.0,61,1061.0
0la39f4d,5,10,71,16,3,1,768.0,0,0,1,93.0,154,61.0
0m401luo,1,10,65,16,1,1,1344.0,1,1,1,712.0,714,2.0
0mncc3zw,1,10,71,20,3,2,0.0,1,1,1,568.0,569,1.0
0mquhzm4,1,10,71,20,1,2,1344.0,2,1,1,282.0,294,12.0
0n3vowo1,1,10,71,11,1,2,240.0,2,1,1,334.0,161,-173.0
0n52equq,1,10,71,0,1,3,240.0,1,1,1,376.0,379,3.0
0ngevrlg,1,10,65,6,3,2,360.0,0,1,1,625.0,631,6.0
0ntnaqye,1,10,61,8,1,2,150.0,4,1,1,785.0,785,0.0
0ny7ufa6,6,12,71,20,2,2,768.0,1,1,0,-1000.0,483,1483.0
0o1ag777,1,10,71,2,1,2,240.0,1,1,1,395.0,484,89.0
0okteb8t,1,10,19,15,3,5,960.0,1,1,1,785.0,785,0.0
0otwjac7,6,12,71,20,1,2,14876.0,4,1,0,-1000.0,969,1969.0
0p02sziz,6,12,71,20,3,2,1344.0,4,1,0,-1000.0,533,1533.0
0pegiisz,6,12,71,20,1,2,768.0,1,1,0,-1000.0,37,1037.0
0pqvsmrs,6,12,71,20,1,2,240.0,1,1,0,-1000.0,294,1294.0
0qcixp7b,1,10,71,20,3,1,960.0,1,0,1,538.0,566,28.0
0ql336on,1,10,71,16,1,2,1008.0,1,1,1,525.0,527,2.0
0ql5ls9x,5,10,71,8,1,2,960.0,1,1,1,235.0,184,-51.0
0qzfu1fr,5,10,3,2,2,1,200.0,1,0,1,539.0,540,1.0
0r2s91fc,1,10,71,2,2,1,0.0,0,0,1,413.0,519,106.0
0rii9fcn,1,10,71,9,1,2,360.0,1,0,1,250.0,251,1.0
0rqnl52f,5,10,71,20,3,1,360.0,1,0,1,0.0,90,90.0
0rvo0ulw,1,10,18,15,1,2,768.0,1,1,1,659.0,659,0.0
0s7etuba,1,10,71,20,1,2,450.0,1,1,1,361.0,361,0.0
0sd3rhy1,6,12,71,20,1,2,1680.0,1,1,0,-1000.0,169,1169.0
0sehtwhi,1,10,71,20,1,2,240.0,1,1,1,633.0,373,-260.0
0t4u28vh,1,10,71,20,1,2,768.0,1,1,1,194.0,194,0.0
0tkrdrus,1,10,71,19,1,2,360.0,1,1,1,351.0,351,0.0
0txlki6f,5,10,71,0,1,1,0.0,0,0,1,685.0,716,31.0
0ud5rz7w,6,12,71,20,1,2,768.0,1,1,0,-1000.0,420,1420.0
0uhk981i,1,10,71,8,2,1,150.0,1,0,1,287.0,288,1.0
0uik09ir,5,10,71,16,1,1,200.0,1,0,1,236.0,254,18.0
0ut8kdqf,1,10,71,20,3,2,768.0,1,1,1,322.0,413,91.0
0vhmxha6,5,10,65,3,1,2,360.0,1,1,1,366.0,562,196.0
0vj12rvt,6,12,71,20,1,2,768.0,1,1,0,-1000.0,542,1542.0
0vnbtwn9,1,10,71,20,3,1,1344.0,0,0,1,362.0,439,77.0
0vzic0ph,6,12,71,20,1,2,768.0,1,1,0,-1000.0,250,1250.0
0w46gnkp,5,10,71,2,1,2,360.0,1,1,1,181.0,181,0.0
0wg72hot,1,10,71,20,1,3,360.0,4,1,1,785.0,846,61.0
0wo84ufm,5,10,71,20,1,2,768.0,0,1,1,651.0,653,2.0
0wp1gitu,1,10,71,20,1,2,1344.0,1,1,1,657.0,659,2.0
0wymszvw,6,12,71,20,3,2,120.0,4,1,0,-1000.0,613,1613.0
0x3rf4di,6,12,71,20,1,1,450.0,0,1,0,-1000.0,125,1125.0
0xbe70e7,1,10,71,20,2,2,768.0,2,1,1,60.0,182,122.0
0xerchbz,5,10,65,1,1,1,240.0,1,1,1,560.0,566,6.0
0xm8ezpj,6,12,71,20,2,2,1344.0,0,1,0,-1000.0,706,1706.0
0xs7leua,6,12,71,20,2,2,960.0,4,1,0,-1000.0,614,1614.0
0xu9gz02,6,12,71,20,3,2,240.0,1,1,0,-1000.0,657,1657.0
0y81b8et,1,10,71,16,1,3,360.0,2,0,1,421.0,574,153.0
0yizv882,1,10,71,20,1,2,360.0,1,1,1,416.0,393,-23.0
0yknegvy,6,12,71,20,2,1,240.0,0,0,0,-1000.0,379,1379.0
0ym95bg6,1,10,71,20,1,1,200.0,1,0,1,292.0,37,-255.0
0ypbc11o,1,10,71,16,1,2,300.0,1,1,1,577.0,638,61.0
0ypn8q0d,6,12,71,20,1,2,450.0,2,1,0,-1000.0,281,1281.0
0ypvlzbf,1,10,71,19,1,2,768.0,4,1,1,341.0,350,9.0
0yycxiyt,1,10,71,5,3,2,300.0,1,1,1,194.0,194,0.0
0z8974f6,1,10,71,2,3,1,300.0,0,0,1,502.0,510,8.0
0zh3j60n,6,12,71,20,1,2,324.0,0,1,0,-1000.0,600,1600.0
0zmqfdf1,5,10,35,7,2,1,768.0,1,1,1,568.0,579,11.0
0zo6al5o,5,10,5,16,1,2,1344.0,1,1,1,367.0,398,31.0
1011etew,5,10,71,0,1,2,768.0,1,1,1,531.0,532,1.0
1078epg0,1,10,71,2,1,2,360.0,2,1,1,507.0,516,9.0
10nuyzjb,1,10,71,8,2,2,1344.0,1,1,1,485.0,638,153.0
10sqdkwf,1,10,71,16,2,1,1344.0,0,1,1,236.0,350,114.0
10uq6otr,1,10,71,16,2,1,200.0,1,0,1,94.0,155,61.0
11a6w1is,6,12,71,20,1,2,1344.0,0,1,0,-1000.0,756,1756.0
11jvbbnd,6,12,71,20,2,2,324.0,2,1,0,-1000.0,595,1595.0
11jwprl1,1,10,71,16,1,1,240.0,1,1,1,160.0,163,3.0
11w0e0v4,5,10,71,20,3,1,0.0,1,0,1,538.0,539,1.0
124olwdt,5,10,71,18,2,1,0.0,1,0,1,474.0,577,103.0
12kbvlvn,1,10,5,13,1,2,240.0,1,1,1,582.0,707,125.0
12vkiohu,5,10,18,19,1,1,200.0,4,0,1,610.0,671,61.0
12wttd2f,5,10,16,16,1,2,324.0,1,1,1,692.0,692,0.0
130bicdd,5,10,71,20,1,2,360.0,1,1,1,546.0,546,0.0
13a6uty3,1,10,71,20,3,2,360.0,1,1,1,679.0,680,1.0
13exietw,6,12,71,20,1,2,360.0,1,1,0,-1000.0,216,1216.0
145m03ku,6,12,71,20,1,2,300.0,1,1,0,-1000.0,61,1061.0
146pu6lr,1,10,71,10,3,2,360.0,0,1,1,380.0,383,3.0
147pj2oi,6,10,71,9,1,1,768.0,1,0,1,447.0,447,0.0
14apqldf,6,12,71,20,1,2,750.0,2,1,0,-1000.0,365,1365.0
1541gzro,1,10,71,20,3,1,150.0,0,1,1,603.0,633,30.0
158o07ev,6,12,71,20,2,2,1344.0,2,1,0,-1000.0,361,1361.0
15jhl64b,6,12,71,20,1,2,576.0,1,1,0,-1000.0,203,1203.0
15p05xgl,1,10,71,20,3,1,768.0,1,0,1,313.0,313,0.0
162isa44,6,12,71,20,1,2,576.0,1,1,0,-1000.0,189,1189.0
162ql3qc,5,10,63,2,3,2,240.0,0,1,1,647.0,650,3.0
16a554et,6,12,71,20,2,2,960.0,4,1,0,-1000.0,467,1467.0
16l9bb20,5,10,71,16,1,2,1344.0,4,1,1,3.0,154,151.0
17b12ezk,6,12,71,20,1,2,360.0,1,1,0,-1000.0,429,1429.0
17l95usd,1,10,71,16,3,2,768.0,2,1,1,181.0,159,-22.0
17z3bbfi,1,10,71,2,1,2,300.0,1,1,1,215.0,393,178.0
17zkr4k6,5,10,71,9,1,2,768.0,1,1,1,369.0,428,59.0
183u17g7,1,10,71,2,1,2,960.0,1,1,1,64.0,64,0.0
184a5ogs,1,10,71,20,1,2,576.0,4,1,1,785.0,785,0.0
185ji3ne,6,12,71,20,1,2,360.0,1,1,0,-1000.0,350,1350.0
18iw3gb4,6,12,71,20,1,2,768.0,1,1,0,-1000.0,65,1065.0
18kobh4l,6,12,71,20,3,0,420.0,4,0,0,-1000.0,999,1999.0
18sbog39,1,10,71,2,3,1,360.0,1,0,1,304.0,159,-145.0
18zqbqod,1,10,71,7,1,1,150.0,0,0,1,200.0,202,2.0
194gbb0w,5,10,17,20,2,1,200.0,4,0,1,686.0,688,2.0
19xon7w6,1,10,71,9,1,1,240.0,1,1,1,198.0,223,25.0
1aejkhg1,1,10,71,20,1,2,200.0,1,1,1,92.0,122,30.0
1agdp3tl,1,10,71,16,1,2,768.0,2,1,1,273.0,163,-110.0
1ah2vdcx,1,10,71,20,1,2,360.0,1,1,1,219.0,224,5.0
1ao36oc6,1,10,71,16,1,2,450.0,2,1,1,323.0,327,4.0
1b3np159,5,10,35,20,2,2,360.0,0,1,1,559.0,561,2.0
1bcg16j9,1,10,65,2,1,2,240.0,1,1,1,679.0,679,0.0
1bftu3hh,5,10,65,19,1,1,576.0,1,1,1,613.0,613,0.0
1bi9ev3i,1,10,71,18,1,2,240.0,0,1,1,411.0,412,1.0
1bvk8v1b,5,10,65,2,1,2,360.0,2,1,1,676.0,679,3.0
1c13wzfy,5,10,71,2,1,1,200.0,1,1,1,196.0,198,2.0
1cu4ljkk,6,12,71,20,2,2,768.0,0,1,0,-1000.0,610,1610.0
1dmzvsmr,6,12,71,20,1,2,360.0,4,1,0,-1000.0,707,1707.0
1e91iw69,6,12,71,20,1,2,960.0,4,1,0,-1000.0,448,1448.0
1eqp5n1c,6,12,71,20,2,2,360.0,1,1,0,-1000.0,476,1476.0
1etqpv45,5,10,71,1,1,2,240.0,4,1,1,697.0,468,-229.0
1f16zkgo,1,10,71,16,2,1,1344.0,0,0,1,319.0,323,4.0
1f63kqxn,1,10,71,20,1,2,768.0,1,1,1,412.0,414,2.0
1f7lad4f,6,12,71,20,1,2,768.0,1,1,0,-1000.0,452,1452.0
1falv4fw,1,10,64,15,1,2,324.0,1,1,1,400.0,428,28.0
1feomyn7,1,10,71,20,1,3,360.0,1,0,1,316.0,317,1.0
1fite3ii,5,10,71,20,1,2,360.0,4,1,1,577.0,523,-54.0
1g0285gw,6,12,71,20,2,2,240.0,4,1,0,-1000.0,569,1569.0
1g4q0pz7,5,10,71,9,2,2,1344.0,4,1,1,509.0,516,7.0
1g860d51,5,10,18,20,1,2,960.0,1,1,1,613.0,674,61.0
1ggajn2x,1,10,71,2,2,2,576.0,2,1,1,616.0,617,1.0
1h085jl9,5,10,71,4,3,2,768.0,0,1,1,363.0,363,0.0
1h42x6jm,1,10,71,20,1,2,600.0,1,0,1,665.0,362,-303.0
1h6sl0if,6,12,71,20,1,2,324.0,1,1,0,-1000.0,652,1652.0
1hgfw55s,6,12,71,20,1,2,360.0,0,1,0,-1000.0,36,1036.0
1hiidqru,6,12,71,20,1,2,768.0,1,1,0,-1000.0,720,1720.0
1i25xhkw,6,12,71,20,2,2,360.0,2,1,0,-1000.0,278,1278.0
1iuep98k,1,10,71,20,1,2,240.0,1,1,1,386.0,386,0.0
1iujgyhq,1,10,71,2,2,1,200.0,2,0,1,282.0,285,3.0
1iwkps9i,1,10,71,2,1,2,360.0,3,1,1,504.0,504,0.0
1ix1u9j3,1,10,71,1,2,2,960.0,1,1,1,434.0,435,1.0
1j7wf358,1,10,71,20,2,2,0.0,2,1,1,496.0,496,0.0
1jm97rku,6,12,71,20,1,2,324.0,1,1,0,-1000.0,230,1230.0
1jnjbcpn,5,10,65,9,1,1,576.0,4,1,1,459.0,656,197.0
1kfb6ape,6,12,71,20,3,2,960.0,4,1,0,-1000.0,483,1483.0
1klsp3mg,5,10,71,20,3,2,150.0,1,1,1,531.0,549,18.0
1l3hkcvs,6,12,71,20,1,2,768.0,1,1,0,-1000.0,182,1182.0
1ljdf14o,1,10,71,13,1,2,300.0,1,1,1,447.0,453,6.0
1lwpnfhh,5,10,71,16,3,2,120.0,1,1,1,514.0,697,183.0
1lwrfjjg,1,10,71,2,2,2,240.0,1,1,1,264.0,4,-260.0
1lzzugf7,6,12,71,20,1,2,960.0,1,1,0,-1000.0,668,1668.0
1mcsswaj,1,10,71,18,1,1,240.0,1,0,1,526.0,526,0.0
1mgpps5w,5,10,18,19,1,1,360.0,4,1,1,590.0,618,28.0
1mpl8scl,1,10,71,2,1,2,768.0,0,1,1,410.0,475,65.0
1nc993zq,6,12,71,20,1,1,360.0,1,1,0,-1000.0,31,1031.0
1ngcm1lt,1,10,71,2,1,2,360.0,1,1,1,455.0,533,78.0
1nhvedmd,1,10,13,8,2,2,120.0,4,1,1,657.0,658,1.0
1nj6ngpg,5,10,5,20,1,1,0.0,0,0,1,623.0,623,0.0
1nver6gt,5,10,71,14,1,2,360.0,0,1,1,502.0,593,91.0
1o3jcz70,6,12,71,20,1,2,768.0,1,1,0,-1000.0,259,1259.0
1oe4j4n2,5,10,71,3,2,2,1344.0,1,1,1,483.0,496,13.0
1p9m046u,5,10,65,8,1,1,200.0,1,0,1,568.0,398,-170.0
1piw38l1,6,12,71,20,1,2,768.0,1,1,0,-1000.0,219,1219.0
1q6clg1f,6,12,71,20,3,2,960.0,4,1,0,-1000.0,514,1514.0
1qgypiot,1,10,71,20,1,2,150.0,0,1,1,319.0,552,233.0
1qq7v7by,1,10,71,16,3,2,360.0,1,1,1,195.0,185,-10.0
1qtvzezc,1,10,71,20,1,2,360.0,1,1,1,343.0,348,5.0
1recnp1e,1,10,65,2,1,2,768.0,0,1,1,371.0,491,120.0
1rp7ebmv,1,10,71,2,1,2,360.0,1,1,1,604.0,665,61.0
1s2745io,6,12,71,20,1,2,450.0,1,1,0,-1000.0,194,1194.0
1saj4kz4,5,10,71,20,2,2,1344.0,0,1,1,473.0,475,2.0
1sjx3unn,5,10,63,2,1,2,768.0,1,1,1,703.0,658,-45.0
1spsh169,6,12,71,20,1,2,768.0,1,1,0,-1000.0,161,1161.0
1sqrtmhd,6,12,71,20,1,2,576.0,2,1,0,-1000.0,692,1692.0
1st51p5c,5,10,71,20,1,1,768.0,1,0,1,222.0,223,1.0
1syhc5xg,1,10,65,2,1,2,240.0,0,1,1,756.0,756,0.0
1t2remh4,6,12,71,20,1,2,450.0,1,1,0,-1000.0,31,1031.0
1tl9lpzr,1,10,71,16,2,4,0.0,0,0,1,537.0,538,1.0
1tq0nnw2,1,10,12,2,3,3,360.0,2,0,1,579.0,681,102.0
1tu48820,1,10,71,7,2,2,960.0,0,1,1,385.0,385,0.0
1u5psgck,5,10,16,16,1,2,360.0,1,1,1,677.0,693,16.0
1ujhszx4,6,12,71,20,2,2,240.0,0,1,0,-1000.0,203,1203.0
1unfrr0r,1,10,71,14,1,2,768.0,0,1,1,430.0,712,282.0
1up8og99,1,10,71,20,3,1,360.0,1,1,1,452.0,452,0.0
1v5piicv,6,12,71,20,1,2,240.0,1,1,0,-1000.0,383,1383.0
1vel4tfw,1,10,71,20,1,2,1344.0,1,1,1,213.0,213,0.0
1via8nv4,1,10,71,16,2,1,200.0,1,0,1,517.0,578,61.0
1vojl7vr,5,10,3,16,2,1,1008.0,2,1,1,651.0,658,7.0
1w40xn40,5,10,71,20,1,2,960.0,4,1,1,503.0,503,0.0
1wa9vmoc,5,10,65,11,1,2,240.0,2,1,1,371.0,705,334.0
1wgvfhug,6,12,71,20,1,2,768.0,1,1,0,-1000.0,698,1698.0
1wtqg958,1,10,71,15,5,1,576.0,1,1,1,37.0,187,150.0
1xj17i0o,1,10,71,14,3,3,360.0,2,1,1,377.0,378,1.0
1xmtu4u8,1,10,13,20,2,1,240.0,1,1,1,647.0,650,3.0
1xsq2yzx,1,10,71,20,1,2,360.0,4,1,1,496.0,578,82.0
1xwcj50s,1,10,71,19,1,2,324.0,1,1,1,202.0,232,30.0
1y56xgb7,1,10,71,15,3,2,300.0,4,1,1,385.0,386,1.0
1y7sf1a3,1,10,71,2,1,1,360.0,1,1,1,577.0,608,31.0
1ykypqhe,1,10,71,15,3,1,360.0,1,1,1,372.0,387,15.0
1yrlcbxh,1,10,71,2,1,2,768.0,0,1,1,644.0,706,62.0
1ytchwz7,1,10,71,20,1,2,360.0,2,1,1,675.0,713,38.0
1yyafpwh,5,10,63,9,3,2,768.0,1,1,1,568.0,640,72.0
1z50209j,1,10,65,20,1,2,324.0,2,1,1,663.0,679,16.0
1z6su6w6,1,10,71,16,1,2,1680.0,1,1,1,287.0,294,7.0
1zgtp62l,1,10,71,11,3,1,576.0,1,1,1,664.0,373,-291.0
1zunloqs,1,10,71,17,1,2,1008.0,1,1,1,273.0,160,-113.0
2009ktaj,1,10,71,20,1,1,600.0,1,1,1,309.0,339,30.0
200uuu68,1,10,71,9,1,1,300.0,1,0,1,156.0,339,183.0
208j3ycj,6,12,71,20,1,2,360.0,1,1,0,-1000.0,321,1321.0
209z1gts,6,12,71,20,1,2,360.0,2,1,0,-1000.0,213,1213.0
20v4o75q,1,10,71,20,1,1,360.0,1,1,1,95.0,125,30.0
21gh7vik,5,10,71,16,3,2,576.0,1,1,1,530.0,531,1.0
21ix4h8r,6,12,71,20,1,2,360.0,4,1,0,-1000.0,439,1439.0
21q1ere9,1,10,71,5,1,1,768.0,0,1,1,390.0,542,152.0
2269fv6h,5,10,65,8,1,2,576.0,1,1,1,558.0,559,1.0
22hom2q7,1,10,6,20,1,1,0.0,0,0,1,620.0,624,4.0
23l8xhhl,5,10,71,20,1,2,240.0,4,1,1,547.0,578,31.0
23mee7r6,1,10,64,20,1,2,324.0,0,1,1,651.0,657,6.0
23uvrmub,1,10,71,2,3,1,240.0,1,1,1,419.0,419,0.0
23xbzhj5,6,12,71,20,2,2,768.0,0,1,0,-1000.0,197,1197.0
2479nmo0,5,10,65,11,1,2,768.0,0,1,1,614.0,614,0.0
24hce9pz,1,10,71,20,1,1,360.0,2,0,1,365.0,396,31.0
24hyectg,6,12,71,20,1,2,768.0,4,1,0,-1000.0,628,1628.0
24lrgwes,1,10,71,16,1,2,360.0,1,1,1,664.0,694,30.0
2536v8ke,5,10,71,2,3,2,240.0,1,1,1,250.0,252,2.0
25d2prth,1,10,3,15,2,2,0.0,0,1,1,567.0,568,1.0
25eybk81,5,10,71,2,3,1,240.0,4,1,1,667.0,468,-199.0
27byqhlb,1,10,71,15,3,2,360.0,1,1,1,244.0,335,91.0
27lyuloe,5,10,71,6,1,2,360.0,1,1,1,484.0,515,31.0
27qyouvb,5,10,65,19,1,0,240.0,0,1,1,562.0,565,3.0
288g5d5r,1,10,65,5,1,5,0.0,2,0,1,722.0,1030,308.0
28dt9jf4,1,10,14,20,3,2,120.0,4,1,1,368.0,399,31.0
2ag480cn,1,10,71,16,1,2,600.0,1,0,1,59.0,59,0.0
2ahi59kv,6,12,71,20,2,2,450.0,2,1,0,-1000.0,447,1447.0
2ai8pgfn,6,12,71,20,3,2,768.0,4,1,0,-1000.0,578,1578.0
2alq6izb,6,12,71,20,1,2,14876.0,0,1,0,-1000.0,174,1174.0
2an7h3ew,1,10,71,16,3,2,360.0,1,1,1,670.0,670,0.0
2auldkob,6,12,71,20,1,2,360.0,4,1,0,-1000.0,999,1999.0
2aviz5va,5,10,71,20,1,2,240.0,1,1,1,612.0,663,51.0
2b3l67w5,5,10,71,2,1,2,240.0,1,1,1,516.0,546,30.0
2b7rc2pe,1,10,71,9,1,4,200.0,1,0,1,167.0,167,0.0
2bcs6upx,5,10,71,20,1,4,324.0,1,0,1,225.0,226,1.0
2bkulajo,6,12,71,20,1,2,240.0,1,1,0,-1000.0,393,1393.0
2bwu6lda,1,10,18,2,2,1,768.0,0,1,1,702.0,615,-87.0
2cftpdeh,1,10,71,8,1,2,1344.0,1,1,1,162.0,175,13.0
2cm1odg1,1,10,71,2,1,2,768.0,1,1,1,378.0,379,1.0
2ctyxi6p,6,12,71,20,1,2,360.0,1,1,0,-1000.0,222,1222.0
2d15fo90,1,10,71,15,1,1,1344.0,1,0,1,499.0,504,5.0
2d6i2rac,5,10,71,6,1,1,0.0,1,0,1,720.0,721,1.0
2dc7ggh9,5,10,5,20,3,2,1008.0,1,1,1,691.0,692,1.0
2dn0fab8,1,10,71,20,1,1,200.0,4,0,1,185.0,280,95.0
2dq5yyv9,5,10,35,20,3,1,150.0,0,1,1,646.0,650,4.0
2dzp761f,6,12,71,20,2,2,150.0,1,1,0,-1000.0,282,1282.0
2e6ob6ew,1,10,71,2,1,2,1344.0,1,1,1,195.0,195,0.0
2em4phqf,1,10,71,14,1,2,1008.0,1,1,1,633.0,664,31.0
2epughrk,5,10,3,20,1,1,360.0,1,1,1,486.0,562,76.0
2esg11mb,1,10,71,16,1,2,324.0,0,1,1,519.0,621,102.0
2ewtla3a,1,10,71,2,1,2,1008.0,0,1,1,344.0,345,1.0
2exqos94,1,10,71,2,1,0,960.0,4,1,1,0.0,0,0.0
2f36xe9j,1,10,71,8,1,1,360.0,1,1,1,248.0,309,61.0
2g4q4s1n,5,10,18,3,2,2,150.0,0,1,1,370.0,460,90.0
2gd3188q,1,10,71,2,1,1,200.0,2,0,1,0.0,0,0.0
